response_id,company,employee_id,title,role_level,team_segment,location,tenure_band,tenure_months,response_date,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,H1,H2,H3,H4,I1,I2,I3,I4,J1,J2,J3,J4,K1,K2,K3,K4,K5,L1,L2,L3
DT-2026Q2-0378,DemoTech,DT-10378,Commercial AE,Individual Contributor,Commercial,"Toronto, Canada",0–6 months,2,2025-04-04,3,3,3,5,2,3,5,3,4,4,4,3,3,2,3,3,2,3,3,5,2,5,3,2,3,1,3,4,2,3,2,2,3,4,3,4,2,3,3,4,3,4,3,5,Comp plan deck was 40 slides; I still don't know how renewals affect my number.,Cap legal review SLA at 5 business days for deals under $150K ARR.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0379,DemoTech,DT-10379,Enterprise AE,Individual Contributor,Enterprise,"Toronto, Canada",2–5 years,58,2025-04-27,4,3,4,2,4,3,4,4,4,3,2,4,4,3,5,3,3,3,2,5,3,4,4,5,4,4,4,4,2,2,4,5,3,4,3,4,4,4,5,4,4,5,4,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Build demo environment stability into our own dogfooding SLA.,Legal review on enterprise deals takes 2–3 weeks and champions go dark.
DT-2026Q2-0380,DemoTech,DT-10380,Enterprise AE,Individual Contributor,Enterprise,Remote — US West,1–2 years,24,2025-05-02,4,4,3,5,3,5,5,4,4,4,4,2,4,3,5,4,4,3,3,4,3,3,3,4,4,4,3,3,5,3,3,3,3,3,3,4,5,3,4,3,5,4,3,4,All-hands celebrates product velocity; sellers are drowning in half-baked releases.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0381,DemoTech,DT-10381,Commercial AE,Individual Contributor,Commercial,"Austin, TX",6–12 months,10,2025-04-15,4,2,4,3,4,5,4,5,5,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,5,1,5,Security questionnaire responses are copy-paste from last year and buyers catch it.,Build demo environment stability into our own dogfooding SLA.,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.
DT-2026Q2-0382,DemoTech,DT-10382,BDR,Individual Contributor,Mid-Market,"Austin, TX",0–6 months,2,2025-05-18,3,4,3,3,3,4,3,5,4,3,3,4,1,2,4,4,3,2,3,4,4,4,4,4,4,4,3,2,1,1,4,3,2,3,4,3,4,3,3,4,3,5,5,4,SE coverage is thin — I wait three days for a technical win on competitive deals.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,"I want more live role-play on CFO objections, not another recorded webinar."
DT-2026Q2-0383,DemoTech,DT-10383,Enterprise AE,Individual Contributor,Enterprise,"San Francisco, CA (HQ)",1–2 years,23,2025-05-24,4,4,2,4,4,5,5,4,5,5,5,2,3,4,5,2,4,5,3,3,5,3,4,3,3,5,2,3,3,2,3,3,2,4,3,3,4,3,5,4,4,3,5,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Product roadmap slides don't match what I hear in discovery calls.
DT-2026Q2-0384,DemoTech,DT-10384,Commercial AE,Individual Contributor,Commercial,"Denver, CO",1–2 years,19,2025-04-07,5,4,3,4,4,3,5,2,4,4,3,3,4,3,3,3,3,3,2,3,3,3,3,4,2,3,3,4,3,3,3,3,2,3,4,2,4,4,4,2,3,3,4,3,"MQLs from the last campaign were mostly students and consultants, not buyers.",Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0385,DemoTech,DT-10385,SDR,Individual Contributor,Commercial,Remote — EMEA,1–2 years,24,2025-04-18,4,2,3,4,4,5,4,3,5,5,3,2,1,4,3,3,4,2,5,4,4,1,2,4,3,4,4,3,3,2,1,4,4,3,4,2,4,4,4,4,3,3,4,3,SE coverage is thin — I wait three days for a technical win on competitive deals.,Run monthly live objection labs instead of async enablement modules.,Onboarding was strong on product but weak on enterprise procurement cycles.
DT-2026Q2-0386,DemoTech,DT-10386,SDR,Individual Contributor,Commercial,"Toronto, Canada",2–5 years,51,2025-05-01,5,4,4,4,3,4,2,5,2,4,4,5,2,4,3,3,4,4,4,2,3,2,2,4,2,4,3,4,2,2,3,3,3,3,4,2,5,4,5,2,3,4,5,5,Partner referrals arrive with no context and unrealistic close timelines.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0387,DemoTech,DT-10387,Sales Manager,Front-line Manager,Commercial,Remote — US East,0–6 months,5,2025-04-14,3,3,3,3,2,3,2,3,4,3,3,3,4,5,2,2,3,1,3,2,4,2,3,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2,4,3,3,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0388,DemoTech,DT-10388,SDR,Individual Contributor,Commercial,"Austin, TX",5+ years,87,2025-04-22,4,3,4,4,3,3,5,5,5,4,5,2,4,4,4,2,4,3,4,5,3,4,1,3,4,4,4,3,3,3,2,4,4,3,3,3,3,4,4,3,3,5,4,3,SE coverage is thin — I wait three days for a technical win on competitive deals.,"Tighten MQL criteria — fewer leads, higher quality.",Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0389,DemoTech,DT-10389,Strategic AE,Individual Contributor,Strategic,Remote — US East,2–5 years,42,2025-04-08,5,2,3,5,3,4,3,5,3,4,3,3,3,3,5,3,3,3,2,4,4,1,2,4,4,4,3,3,5,2,3,3,4,4,3,3,4,4,3,4,3,4,2,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0390,DemoTech,DT-10390,Commercial AE,Individual Contributor,Commercial,Remote — Canada,5+ years,99,2025-04-19,4,3,4,3,4,5,4,2,3,4,3,2,4,5,3,3,3,4,5,4,4,2,3,3,4,5,4,4,5,4,3,3,4,3,5,4,3,2,4,4,4,4,4,2,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.,Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0391,DemoTech,DT-10391,Enterprise AE,Individual Contributor,Enterprise,"Denver, CO",1–2 years,13,2025-04-17,4,3,4,5,3,4,3,3,3,3,3,4,4,2,5,5,2,5,3,3,4,4,4,5,3,4,3,2,2,2,3,3,4,3,5,3,5,3,5,4,3,5,4,4,SE coverage is thin — I wait three days for a technical win on competitive deals.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Gong insights are great but nothing feeds back into Salesforce automatically.
DT-2026Q2-0392,DemoTech,DT-10392,Mid-Market AE,Individual Contributor,Mid-Market,Remote — EMEA,1–2 years,18,2025-05-05,3,2,3,1,3,5,3,5,3,4,3,3,5,3,2,3,3,3,4,4,3,4,1,4,4,4,4,1,3,3,2,2,3,2,3,2,3,3,3,4,3,2,4,3,Deal desk gives different pricing guidance depending on who is on shift.,Simplify the comp plan to one page with worked examples.,Forecasting feels like a political exercise instead of an honest pipeline review.
DT-2026Q2-0393,DemoTech,DT-10393,Mid-Market AE,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",1–2 years,21,2025-05-28,4,4,5,3,5,3,4,4,4,3,4,2,5,3,5,1,4,4,4,3,3,3,3,5,4,4,4,2,3,3,2,5,3,2,3,5,4,5,3,3,4,5,4,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.
DT-2026Q2-0394,DemoTech,DT-10394,Enterprise AE,Individual Contributor,Enterprise,"San Francisco, CA (HQ)",2–5 years,45,2025-05-04,1,3,4,4,5,3,5,4,3,4,3,3,5,5,4,3,2,4,2,3,3,5,4,3,4,4,3,3,3,2,3,3,3,4,5,3,3,4,4,5,3,4,4,4,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,"Tighten MQL criteria — fewer leads, higher quality.",Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0395,DemoTech,DT-10395,GTM Marketing Manager,Individual Contributor,Corporate / GTM,"San Francisco, CA (HQ)",2–5 years,27,2025-04-20,4,3,5,2,2,2,5,4,5,5,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,3,4,3,3,3,2,5,4,5,3,5,3,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Cap legal review SLA at 5 business days for deals under $150K ARR.,Our demo platform is genuinely best-in-class — buyers feel it on the first call.
DT-2026Q2-0396,DemoTech,DT-10396,Regional Sales Director,Director+,Mid-Market,"Toronto, Canada",2–5 years,42,2025-05-26,3,4,2,5,4,5,4,3,5,4,5,4,5,4,4,3,4,2,5,4,3,4,4,4,4,5,4,5,3,4,2,3,3,3,4,3,4,4,4,4,4,5,4,3,The Commercial team culture is strong — people share what works on Slack.,Publish a single source of truth for stage definitions and enforce it in Gong.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0397,DemoTech,DT-10397,Commercial AE,Individual Contributor,Commercial,"Denver, CO",2–5 years,54,2025-05-19,3,4,4,4,3,4,4,4,4,3,5,5,3,5,3,3,3,5,4,3,4,4,4,2,4,5,3,4,3,3,2,3,3,3,3,4,5,3,4,3,2,5,3,3,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Build demo environment stability into our own dogfooding SLA.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0398,DemoTech,DT-10398,Strategic AE,Individual Contributor,Strategic,Remote — US West,0–6 months,4,2025-04-26,3,3,3,3,4,3,3,2,4,3,3,4,4,3,3,3,4,2,3,3,3,1,1,4,3,3,2,2,2,3,2,4,2,3,3,3,3,4,3,3,3,3,5,2,Partner referrals arrive with no context and unrealistic close timelines.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Legal review on enterprise deals takes 2–3 weeks and champions go dark.
DT-2026Q2-0399,DemoTech,DT-10399,Sales Manager,Front-line Manager,Enterprise,Remote — Canada,2–5 years,52,2025-05-28,3,2,3,4,4,4,5,3,3,4,3,3,4,3,2,3,5,3,3,2,3,3,3,5,4,3,4,3,2,3,3,5,4,4,3,3,3,3,4,4,4,5,3,3,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,"Tighten MQL criteria — fewer leads, higher quality.",
DT-2026Q2-0400,DemoTech,DT-10400,Sales Engineer,Individual Contributor,Enterprise,Remote — US East,1–2 years,22,2025-04-09,4,4,4,5,4,5,5,3,4,4,4,4,3,5,4,3,3,5,2,3,3,4,3,3,2,3,5,3,2,3,4,4,3,3,2,5,3,4,3,2,4,5,3,4,Deal desk gives different pricing guidance depending on who is on shift.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.
DT-2026Q2-0401,DemoTech,DT-10401,BDR,Individual Contributor,Mid-Market,Remote — US West,5+ years,107,2025-04-05,2,3,4,5,2,4,4,4,2,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,2,4,2,5,4,3,5,4,3,3,2,3,4,2,5,4,3,4,5,My patch is geographically huge for an Enterprise rep — travel eats selling time.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0402,DemoTech,DT-10402,Enterprise AE,Individual Contributor,Enterprise,"Toronto, Canada",2–5 years,50,2025-05-14,4,3,3,4,3,4,5,5,5,4,3,3,3,3,3,5,4,3,4,3,5,4,5,3,5,4,3,2,3,3,3,3,5,5,4,4,3,4,4,5,3,3,4,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Run monthly live objection labs instead of async enablement modules.,"I want more live role-play on CFO objections, not another recorded webinar."
DT-2026Q2-0403,DemoTech,DT-10403,Commercial AE,Individual Contributor,Commercial,"San Francisco, CA (HQ)",0–6 months,1,2025-04-22,2,4,5,3,4,4,3,3,5,3,3,5,4,3,2,3,2,3,4,2,1,3,4,4,3,2,5,3,3,3,3,3,2,1,4,5,3,3,3,5,2,3,4,3,The Commercial team culture is strong — people share what works on Slack.,Simplify the comp plan to one page with worked examples.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0404,DemoTech,DT-10404,Enterprise AE,Individual Contributor,Enterprise,Remote — Canada,2–5 years,49,2025-04-22,1,3,5,2,3,4,4,4,3,4,4,4,3,3,3,3,3,4,1,3,3,4,2,3,3,5,4,2,3,3,2,4,4,3,2,4,4,2,4,3,4,4,3,4,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0405,DemoTech,DT-10405,Commercial AE,Individual Contributor,Commercial,Remote — EMEA,2–5 years,55,2025-05-01,5,5,4,4,5,2,5,4,5,2,4,2,1,4,3,3,2,2,3,5,2,3,4,5,3,4,3,2,4,3,4,2,4,5,5,4,2,2,3,4,4,3,3,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Publish a single source of truth for stage definitions and enforce it in Gong.,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0406,DemoTech,DT-10406,Commercial AE,Individual Contributor,Commercial,Remote — US West,2–5 years,58,2025-04-10,3,4,4,5,3,5,4,5,5,4,2,3,4,4,4,3,4,2,4,4,3,4,3,3,3,2,4,3,5,4,2,3,3,4,3,3,4,4,4,4,4,3,3,4,Accelerators kick in too late — I don't feel rewarded for landing lighthouse logos.,Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0407,DemoTech,DT-10407,SDR,Individual Contributor,Commercial,Remote — US West,2–5 years,58,2025-04-07,5,4,3,2,3,5,5,3,4,3,3,3,3,3,4,3,3,2,2,3,3,2,2,4,4,3,4,2,3,2,3,4,3,2,3,3,5,3,5,3,3,4,3,4,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Run monthly live objection labs instead of async enablement modules.,My patch is geographically huge for an Enterprise rep — travel eats selling time.
DT-2026Q2-0408,DemoTech,DT-10408,Enterprise AE,Individual Contributor,Enterprise,Remote — Canada,5+ years,120,2025-05-05,4,4,4,4,4,5,4,4,4,4,2,4,5,4,4,1,3,4,3,2,3,3,4,3,3,4,3,3,2,2,2,3,3,3,4,2,2,3,4,2,3,4,3,3,Deal desk gives different pricing guidance depending on who is on shift.,Run monthly live objection labs instead of async enablement modules.,Product marketing launches features before sales knows how to position them.
DT-2026Q2-0409,DemoTech,DT-10409,BDR,Individual Contributor,Mid-Market,Remote — EMEA,6–12 months,9,2025-05-14,3,3,3,3,3,4,4,4,4,4,2,2,5,3,3,2,3,2,4,2,2,2,4,2,5,4,3,3,3,3,2,4,4,2,3,3,3,3,3,2,4,5,4,3,My patch is geographically huge for an Enterprise rep — travel eats selling time.,Cap legal review SLA at 5 business days for deals under $150K ARR.,Product marketing launches features before sales knows how to position them.
DT-2026Q2-0410,DemoTech,DT-10410,Solutions Consultant,Individual Contributor,Mid-Market,"Denver, CO",2–5 years,27,2025-05-16,3,5,3,4,4,3,5,4,4,4,3,4,4,4,4,2,3,4,3,4,4,3,3,4,4,4,3,3,4,3,3,5,4,4,5,4,4,4,5,5,5,4,3,2,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0411,DemoTech,DT-10411,SDR,Individual Contributor,Commercial,Remote — US West,5+ years,110,2025-04-24,5,4,4,3,3,4,5,3,5,3,3,3,3,3,4,3,3,5,5,3,1,4,4,3,4,4,4,4,3,4,2,2,2,5,2,4,4,5,3,2,4,5,5,3,Product roadmap slides don't match what I hear in discovery calls.,Publish a single source of truth for stage definitions and enforce it in Gong.,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.
DT-2026Q2-0412,DemoTech,DT-10412,Commercial AE,Individual Contributor,Commercial,"Toronto, Canada",5+ years,103,2025-05-21,5,5,4,4,2,5,4,5,4,4,4,5,2,5,4,3,4,2,3,3,3,3,3,3,4,4,3,3,5,2,3,4,4,4,4,4,3,4,3,4,4,4,4,4,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.
DT-2026Q2-0413,DemoTech,DT-10413,Strategic AE,Individual Contributor,Strategic,"London, UK",5+ years,74,2025-05-26,4,4,5,4,4,4,3,5,5,4,4,3,5,5,2,2,3,2,3,3,4,3,4,3,3,4,4,1,1,4,5,4,4,2,3,5,4,3,4,3,3,2,4,5,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Give remote reps the same GTM briefings HQ gets in hallway conversations.,
DT-2026Q2-0414,DemoTech,DT-10414,Enterprise AE,Individual Contributor,Enterprise,Remote — US West,1–2 years,22,2025-04-04,2,4,4,4,3,5,5,4,3,3,3,3,2,4,4,3,2,5,3,3,3,3,3,3,5,4,4,1,1,1,2,3,3,2,2,3,4,3,4,4,5,4,5,3,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Publish a single source of truth for stage definitions and enforce it in Gong.,
DT-2026Q2-0415,DemoTech,DT-10415,Commercial AE,Individual Contributor,Commercial,"New York, NY",2–5 years,38,2025-05-25,3,5,4,3,4,5,3,4,4,5,4,4,4,3,3,2,3,4,3,3,3,4,3,3,3,4,4,3,4,4,3,5,3,5,3,3,3,4,3,4,4,4,4,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0416,DemoTech,DT-10416,SDR,Individual Contributor,Commercial,"New York, NY",6–12 months,10,2025-05-18,2,4,4,3,4,3,4,4,3,3,3,4,3,4,5,3,3,3,4,2,3,2,3,3,4,3,4,3,4,3,5,4,3,4,2,2,4,3,3,5,4,5,5,4,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0417,DemoTech,DT-10417,SDR,Individual Contributor,Commercial,"Toronto, Canada",2–5 years,34,2025-04-04,5,4,4,3,4,4,5,4,5,5,4,5,5,5,4,4,3,3,3,2,4,3,3,3,4,4,4,4,3,4,2,5,4,3,4,3,4,3,4,4,4,5,3,5,My patch is geographically huge for an Enterprise rep — travel eats selling time.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,Product marketing launches features before sales knows how to position them.
DT-2026Q2-0418,DemoTech,DT-10418,Mid-Market AE,Individual Contributor,Mid-Market,"London, UK",6–12 months,7,2025-05-08,3,4,3,2,4,3,4,3,3,3,3,4,2,4,3,4,1,5,3,4,4,3,3,3,4,5,4,2,2,2,3,4,4,3,3,5,3,3,5,3,5,3,3,4,Deal desk gives different pricing guidance depending on who is on shift.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,We have six different definitions of 'qualified' depending on who you ask.
DT-2026Q2-0419,DemoTech,DT-10419,BDR,Individual Contributor,Mid-Market,Remote — Canada,2–5 years,46,2025-04-05,3,5,3,1,2,4,4,5,5,4,4,2,3,4,2,2,3,4,3,2,2,4,3,5,3,4,4,3,2,3,3,5,4,3,3,3,3,4,4,3,2,5,3,3,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Standardize SDR-to-AE handoff notes with required fields in Salesforce.,"My manager runs tight pipeline reviews with real coaching, not just inspection."
DT-2026Q2-0420,DemoTech,DT-10420,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US West,0–6 months,6,2025-04-25,3,3,4,4,2,4,2,3,3,3,3,2,5,5,4,3,3,4,3,2,3,4,4,2,4,3,2,3,2,3,3,3,3,3,4,2,2,2,4,3,2,3,2,1,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,"Tighten MQL criteria — fewer leads, higher quality.",
DT-2026Q2-0421,DemoTech,DT-10421,Enterprise AE,Individual Contributor,Enterprise,"New York, NY",2–5 years,53,2025-04-14,3,3,4,4,4,4,4,4,4,3,5,5,4,5,4,3,3,3,4,5,4,5,3,4,5,2,4,4,2,4,2,3,4,4,4,4,4,4,5,4,5,5,5,4,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0422,DemoTech,DT-10422,Enterprise AE,Individual Contributor,Enterprise,"Austin, TX",5+ years,63,2025-04-17,2,3,5,2,3,5,5,4,5,3,4,4,5,3,4,5,4,3,3,4,4,4,4,4,1,4,5,4,3,3,3,3,5,4,5,4,5,4,4,4,3,3,3,5,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0423,DemoTech,DT-10423,Enterprise AE,Individual Contributor,Enterprise,"San Francisco, CA (HQ)",6–12 months,11,2025-04-10,4,4,2,3,3,4,3,4,4,3,4,3,2,3,3,4,3,3,3,3,4,3,3,3,4,4,3,2,3,3,2,5,4,4,4,3,5,4,2,4,3,5,3,4,Deal desk gives different pricing guidance depending on who is on shift.,Publish a single source of truth for stage definitions and enforce it in Gong.,
DT-2026Q2-0424,DemoTech,DT-10424,Mid-Market AE,Individual Contributor,Mid-Market,"London, UK",5+ years,61,2025-04-21,3,4,4,2,3,4,4,3,2,4,3,4,1,3,2,2,4,3,5,3,3,4,5,3,4,5,2,3,4,3,3,3,4,4,4,3,3,4,4,3,4,4,5,3,Competitive battlecards are three months stale the moment a competitor ships something.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0425,DemoTech,DT-10425,Commercial AE,Individual Contributor,Commercial,Remote — US West,5+ years,77,2025-04-26,3,3,4,2,5,4,4,3,3,3,5,3,4,4,4,4,4,4,4,4,3,3,3,5,4,5,3,4,1,3,2,3,2,3,4,4,5,4,3,5,4,5,4,2,Deal desk gives different pricing guidance depending on who is on shift.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0426,DemoTech,DT-10426,Sales Enablement Manager,Individual Contributor,Corporate / GTM,"Toronto, Canada",6–12 months,10,2025-04-06,4,3,5,5,4,3,5,5,3,2,3,4,4,3,5,4,4,3,4,3,3,5,4,4,5,4,4,2,1,3,4,3,3,4,2,4,3,3,4,5,3,3,4,5,Security questionnaire responses are copy-paste from last year and buyers catch it.,Simplify the comp plan to one page with worked examples.,Product roadmap slides don't match what I hear in discovery calls.
DT-2026Q2-0427,DemoTech,DT-10427,Enterprise AE,Individual Contributor,Enterprise,"Denver, CO",1–2 years,22,2025-04-22,4,4,3,2,4,3,5,4,4,3,5,4,2,3,5,2,3,3,3,2,3,5,3,2,3,3,3,2,2,3,2,3,4,4,4,4,3,4,4,3,4,4,3,5,"My manager runs tight pipeline reviews with real coaching, not just inspection.","Tighten MQL criteria — fewer leads, higher quality.",
DT-2026Q2-0428,DemoTech,DT-10428,SDR,Individual Contributor,Commercial,Remote — Canada,5+ years,64,2025-04-12,3,4,3,4,3,4,3,2,4,4,3,2,4,3,3,3,3,4,3,1,3,4,3,4,5,4,3,4,2,5,3,4,3,3,3,5,4,3,4,3,3,4,4,4,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0429,DemoTech,DT-10429,Enterprise AE,Individual Contributor,Enterprise,"Toronto, Canada",2–5 years,43,2025-05-06,5,3,3,5,4,3,5,5,4,4,3,4,5,3,4,4,1,4,2,3,4,4,2,4,4,4,3,2,3,2,3,5,4,3,5,4,4,1,4,4,4,5,2,3,SE coverage is thin — I wait three days for a technical win on competitive deals.,Publish a single source of truth for stage definitions and enforce it in Gong.,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0430,DemoTech,DT-10430,Enterprise AE,Individual Contributor,Enterprise,"San Francisco, CA (HQ)",0–6 months,2,2025-04-07,3,4,3,3,4,4,5,4,3,3,3,4,2,4,3,2,4,3,2,4,4,3,5,3,3,3,4,2,3,2,2,3,2,4,2,4,3,3,3,4,3,5,5,4,Deal desk gives different pricing guidance depending on who is on shift.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0431,DemoTech,DT-10431,Strategic AE,Individual Contributor,Strategic,"New York, NY",5+ years,103,2025-05-16,3,4,3,4,4,5,5,3,5,5,4,4,3,3,3,3,5,4,4,4,4,4,2,4,4,4,3,2,3,4,4,4,3,4,3,4,5,5,3,4,3,4,4,4,SE coverage is thin — I wait three days for a technical win on competitive deals.,Build demo environment stability into our own dogfooding SLA.,Onboarding was strong on product but weak on enterprise procurement cycles.
DT-2026Q2-0432,DemoTech,DT-10432,SDR,Individual Contributor,Commercial,"Denver, CO",1–2 years,18,2025-04-19,4,3,3,2,4,4,5,5,3,3,4,3,4,5,4,2,3,4,2,3,2,3,5,5,5,3,4,3,3,2,4,4,3,5,3,4,2,4,4,5,4,4,4,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Deal desk gives different pricing guidance depending on who is on shift.
DT-2026Q2-0433,DemoTech,DT-10433,Enterprise AE,Individual Contributor,Enterprise,"Toronto, Canada",5+ years,85,2025-05-14,4,5,3,5,4,5,3,3,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,3,3,3,3,4,4,4,3,5,3,5,4,3,5,3,3,4,5,Security questionnaire responses are copy-paste from last year and buyers catch it.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0434,DemoTech,DT-10434,Commercial AE,Individual Contributor,Commercial,"Toronto, Canada",5+ years,107,2025-05-28,4,3,4,3,3,3,5,5,4,4,2,4,5,3,4,4,2,4,3,4,2,3,3,5,3,4,4,3,4,4,2,2,4,2,4,4,4,4,4,3,5,3,5,3,Partner referrals arrive with no context and unrealistic close timelines.,Publish a single source of truth for stage definitions and enforce it in Gong.,All-hands celebrates product velocity; sellers are drowning in half-baked releases.
DT-2026Q2-0435,DemoTech,DT-10435,Sales Manager,Front-line Manager,Enterprise,"Denver, CO",6–12 months,8,2025-05-28,2,4,5,4,5,5,3,4,4,3,3,3,4,2,3,5,4,2,3,3,5,3,3,5,5,4,4,3,3,2,2,3,5,4,3,3,4,4,3,4,4,3,3,2,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0436,DemoTech,DT-10436,Sales Manager,Front-line Manager,Enterprise,"San Francisco, CA (HQ)",6–12 months,12,2025-04-02,3,4,4,4,4,3,4,2,4,5,4,4,4,4,3,4,3,4,5,3,3,3,3,4,4,3,4,3,3,2,4,2,3,3,2,3,3,3,3,3,4,5,2,5,"Remote reps feel last to know when GTM strategy shifts — HQ decides, field executes.",Staff one more SE per Enterprise pod for competitive bake-offs.,My patch is geographically huge for an Enterprise rep — travel eats selling time.
DT-2026Q2-0437,DemoTech,DT-10437,Regional Sales Director,Director+,Strategic,Remote — US East,1–2 years,24,2025-04-22,4,4,3,3,3,4,5,4,3,4,3,3,3,4,3,2,3,5,4,3,2,2,3,4,3,4,2,3,2,3,4,4,4,2,2,4,3,3,4,3,4,5,4,5,My patch is geographically huge for an Enterprise rep — travel eats selling time.,"Tighten MQL criteria — fewer leads, higher quality.",SE coverage is thin — I wait three days for a technical win on competitive deals.
